key_id,hashing_key,length,n_texts,exceed,fpr,green_tokens,eligible_positions,p_k,mean_z,sd_z
kgw-058,504848917,256,588,44,0.07482993197278912,38359,144142,0.2661195210278753,0.5804662636804633,1.1792541226491289
kgw-058,504848917,512,179,22,0.12290502793296089,23020,86859,0.2650272280362426,0.7580998276040057,1.382630210710258
kgw-059,1877088023,128,1500,9,0.006,43196,184186,0.23452379659691833,-0.39529438607392553,1.0482830127313298
kgw-059,1877088023,256,588,2,0.003401360544217687,33741,144142,0.2340816694648333,-0.5760042567219539,1.0789597728543727
kgw-059,1877088023,512,179,2,0.0111731843575419,20274,86859,0.23341277242427383,-0.8442296618107331,1.2717291617988504
kgw-060,117322859,128,1500,41,0.027333333333333334,47108,184186,0.25576319589979696,0.145421091601717,1.09359218980085
kgw-060,117322859,256,588,20,0.034013605442176874,36393,144142,0.252480193142873,0.08436188350463933,1.1835738390661457
kgw-060,117322859,512,179,8,0.0446927374301676,21733,86859,0.2502101106390817,-0.0011931106654527286,1.310074833026207
kgw-061,1384029587,128,1500,29,0.019333333333333334,46870,184186,0.25447102385631915,0.11379337165137172,1.0945242872095524
kgw-061,1384029587,256,588,11,0.01870748299319728,36604,144142,0.25394402741740785,0.1427884654117564,1.1329761527148712
kgw-061,1384029587,512,179,5,0.027932960893854747,22061,86859,0.2539863456866876,0.20114363592729786,1.1679753856442274
kgw-062,216878131,128,1500,7,0.004666666666666667,42183,184186,0.22902392147068723,-0.5360841659728374,1.0583084839014576
kgw-062,216878131,256,588,3,0.00510204081632653,32792,144142,0.22749788403102497,-0.8112300937604581,1.082914650805431
kgw-062,216878131,512,179,1,0.00558659217877095,19675,86859,0.22651653829770088,-1.1937860083604785,1.1392313765490845
kgw-063,1124615587,128,1500,7,0.004666666666666667,42040,184186,0.2282475323857405,-0.5558694713489265,1.0276580005543627
kgw-063,1124615587,256,588,1,0.0017006802721088435,32878,144142,0.22809451790595386,-0.7906074231447562,1.0728961762745044
kgw-063,1124615587,512,179,0,0.0,19934,86859,0.22949838243590187,-1.045194772051585,1.164793744076832
kgw-064,1296041891,128,1500,14,0.009333333333333334,43734,184186,0.23744475693049416,-0.3218059885711444,1.0524118315706428
kgw-064,1296041891,256,588,7,0.011904761904761904,34141,144142,0.2368567107435723,-0.4736023251907909,1.0917152618549473
kgw-064,1296041891,512,179,0,0.0,20549,86859,0.2365788231501629,-0.6814982205323463,1.1181622945391996
kgw-065,1338598169,128,1500,14,0.009333333333333334,43646,184186,0.2369669790320654,-0.3320456422608172,1.0552288463789679
kgw-065,1338598169,256,588,5,0.008503401360544218,34124,144142,0.2367387714892259,-0.4765743275437827,1.105484981838409
kgw-065,1338598169,512,179,1,0.00558659217877095,20727,86859,0.23862812143819292,-0.5748791298578418,1.1231830390549555
kgw-066,1144870277,128,1500,38,0.025333333333333333,46820,184186,0.2541995591413028,0.10906038439547924,1.1265801663953783
kgw-066,1144870277,256,588,30,0.05102040816326531,37219,144142,0.2582106533834691,0.2991994504198423,1.1703591755846847
kgw-066,1144870277,512,179,14,0.0782122905027933,22683,86859,0.2611473767830622,0.5706059992054132,1.3009310934383744
kgw-067,922104299,128,1500,25,0.016666666666666666,44959,184186,0.24409564244839455,-0.14956691570360717,1.099782134593949
kgw-067,922104299,256,588,10,0.017006802721088437,35166,144142,0.24396775402034104,-0.21475628469122138,1.1606187288373877
kgw-067,922104299,512,179,3,0.01675977653631285,20818,86859,0.23967579640566897,-0.5200365513211163,1.2331746517809141
kgw-068,950003689,128,1500,24,0.016,46123,184186,0.250415341013975,0.00984296536481327,1.0589104335821304
kgw-068,950003689,256,588,13,0.022108843537414966,36268,144142,0.25161299274326704,0.0580835522823157,1.1023203569931619
